Title,Post ID,URL,Price,Description,Days Posted,Location
"Storage Building with apartment (Hondo, TX)",7572432454,https://sanantonio.craigslist.org/reo/7572432454.html,N/A,"40’ x 60’ metal building with an overhead door on each end.   Small apartment has window ac unit, restroom with shower.   Air compressor with air hose reel.   Electric meter   Great for RV storage   Call / Text - for details about renting  8 3 0 - 9 3 1 - F I V E - 7 7 7",2 days ago,N/A
Property1/3 acre with electric and RV (Lakehills),7567057948,https://sanantonio.craigslist.org/reo/7567057948.html,"$45,000 ","FOR SALE – Immediate Cash Sale	$45,000 	Easy Closing 	LAKEHILLS, TX 0.33 acres approx. 1/3 Acre / Beautiful View / Very Private / Great access With 10 x 57 Older style 1 bed room RV with 8 x 12 Storage Building / Mail box installed Property cleared ready to move on / Electric Service to be Installed (200 amp) pending BEC Live on while Building New Home or Rental Property existing RV. Improvements to complete – Septic System – Water Well Currently Temporary water supply from Neighbor Documents ready for septic and well submittal - Site sketch etc. Property Paid for no Liens - May consider Financing ?? For Info Call or Text  show contact info  or reply email",18 days ago,N/A
"Texas Apartment Complex
            (google map)
        ",7562915707,https://odessa.craigslist.org/reo/7562915707.html,N/A,"Willowbend Apartments is a 23 units, 2-story apartment complex located in Odessa, TX, headquarter for oil production in the Permian Basin. It is in a high traffic count area. It consists of one, two bedroom units with the average square footage of 600. Laundry room is on the site. Apartments are very well maintained: TPO new roof, new central A/C, new windows, new floor, and new paint. It's a great investment property you don't want to miss. Please call  show contact info  today for more information. Price $2.5M Building size 14042 SF",30 days ago,N/A
Texas Apartment Complex (Odessa),7563687455,https://sanangelo.craigslist.org/reo/7563687455.html,N/A,"Willowbend Apartments is a 23 units, 2-story apartment complex located in Odessa, TX, headquarter for oil production in the Permian Basin. It is in a high traffic count area. It consists of one, two bedroom units with the average square footage of 600. Laundry room is on the site. Apartments are very well maintained: TPO new roof, new central A/C, new windows, new floor, and new paint. It's a great investment property you don't want to miss. Please call  show contact info  today for more information. Price $2.5M Building size 14042 SF",28 days ago,N/A
Multifamily Partnership | 9-Unit Building,7570797284,https://austin.craigslist.org/reo/7570797284.html,N/A,"g for a partner to take on a 9-Unit building renovation - Cash Flow Opportunity  Plan to renovate the existing units top to bottom adding a bed and full bath creating (8) 3/2 finished units, and dividing the 2-bed unit into (2) 1/1 finished units. The exterior of the building will be fully renovated, including updating the landscape before leasing the building at top market rates.  Please send a direct contact number if you are interested in this opportunity!",8 days ago,N/A
"Black Black Friday Sale 5 Unit Apartment Building and Duplex Plans. (TX, Sell as condos or rent out)",7560217071,https://dallas.craigslist.org/mdf/reo/7560217071.html,N/A,"Black Friday Sale 5 Unit Apartment Building and Duplex Plans. (Copy and paste) video clip:  https://youtu.be/ruTcoygGgfc  Questions? Please use any contact form at: easybuildingplans.com   Building plans, income property, rentable property, investment real estate, cash flow, income stream, ADU, accessory dwelling u",about a month ago,N/A
"Barn 20x20-30x30-30x40-40x40
            (google map)
        ",7566163392,https://lawton.craigslist.org/reo/7566163392.html,N/A,"frame buildings built with 4x4 posts on 10ft centers, 2x4 girts on 2 ft centers , 2x4 purlins on 2 ft centers , 29 gauge low rib sheet metal ran vertically, 3ft walk in door, insulation and 6 inch concrete slab included. 20x20 $14,500 30x30 $16,000 30x40 $19,500 40x40 $27,500",21 days ago,N/A
"Commercial Properties  Industrial, Land (Denton, Gainesville, Carrollton Texas Other areas)",7561812110,https://dallas.craigslist.org/ndf/reb/7561812110.html,N/A,"No Realtors If you are working with a Realtor please disregard my ad.  All Commercial buyers must sign my Confidentiality Agreement before any business will begin  Denton, Gainesville, Argyle, Little Elm, Lewisville, Carrollton, Allen, Plano, and other surrounding areas   Auto repair shop  Seller financing  Land - 40 + Acres  Seller financing  No Restrictions  15 % Down  5 % Interest 5 Yr Balloon North of Denton Tx $ 1,240,000.00  Drive Thru Restaurant $ 3,000,000.00 860 SF NOI $ 150.000 Per Year North of Dallas Tx Triple NNN 20 Yr Lease 5.01 % Cap Rate   $3,483 SF  Built 2022  54 Unit Apartment Building  6,000 SF  $ 8,985,316.00 Denton Tx  Medical Office $ 4,975,000.00 24,863 SF Crossroads, Tx  Shopping Center   $ 21,000,000.00 126,000+ SF Carrollton, Tx  Convenience Store  $ 3,295,000.00 2400+ SF Denton Tx Building in a 500-year flood plain.  10% increase in base rent every 5 years.  Sound national credit tenant for buyers looking for 1031.    Texas Licensed Real Estate Broker AR Inc. Since 1982  Listings welcome and appreciated  We show properties 7 days a week and Holidays  by Appointm",about a month ago,N/A
"BUSINESS OPPORTUNITY 13,810 SQ. FT. BUILDING FOR SALE OR LEASE (San Saba TX)",7566944910,https://losangeles.craigslist.org/lac/reo/7566944910.html,"$300,000 ","608 S. Edgewood  San Saba  TX $300,000 OR Consider Long Term Profit sharing Lease (Lessee to Propose)  Spacious Building Great Potential to Be Converted into Any Number of Businesses    PROPERTY TAXES:      LOT SIZE:     1.937 Acres  FLOOR SPACE:     According to the San Saba CAD the building is 13,810 sq. ft. There is also a separate covered porch area with approximately 900 sq. ft.  DESCRIPTION:     This spacious building was once a nursing home and served the San Saba area for many years.  It has been out of use for several years and needs an owner with a vision to re-purpose the building and land area.  The building is in a “T” shape with long corridors and rooms on both sides of the corridors.  Since it was a nursing home, there are many rooms; approximately 40 residence rooms, a kitchen, dining area, bathrooms, storage closets, office & common areas.  The front wing of the building is the oldest and original portion.  It has a pier & beam foundation and the exterior is beautiful cut sandstone.  The back two wings are newer and on a concrete slab foundation with brick exteriors.  The area around the building includes a large paved parking area and a large grassy area for outdoor entertainment and enjoyment or expansion.  The property is currently zoned for commercial use, but if it needs to be re-zoned for other uses, the city of San Saba has expressed its willingness to work with new owners to put it back into use or even change the use.   Property has lots of potential to be converted into any number of businesses, storage units, apartments, condo complex, Up to 6 lots for small homes, RV parking, etc. or even a home like no one else has.",19 days ago,608 S. Edgewood
"BUSINESS OPPORTUNITY 13,810 SQ. FT. BUILDING FOR SALE OR LEASE (San Saba, TX)",7563559640,https://waco.craigslist.org/reo/7563559640.html,"$300,000 ","608 S. Edgewood  San Saba  TX $300,000 OR Consider Long Term Profit sharing Lease (Lessee to Propose)  Spacious Building Great Potential to Be Converted into Any Number of Businesses    PROPERTY TAXES:      LOT SIZE:     1.937 Acres  FLOOR SPACE:     According to the San Saba CAD the building is 13,810 sq. ft. There is also a separate covered porch area with approximately 900 sq. ft.  DESCRIPTION:     This spacious building was once a nursing home and served the San Saba area for many years.  It has been out of use for several years and needs an owner with a vision to re-purpose the building and land area.  The building is in a “T” shape with long corridors and rooms on both sides of the corridors.  Since it was a nursing home, there are many rooms; approximately 40 residence rooms, a kitchen, dining area, bathrooms, storage closets, office & common areas.  The front wing of the building is the oldest and original portion.  It has a pier & beam foundation and the exterior is beautiful cut sandstone.  The back two wings are newer and on a concrete slab foundation with brick exteriors.  The area around the building includes a large paved parking area and a large grassy area for outdoor entertainment and enjoyment or expansion.  The property is currently zoned for commercial use, but if it needs to be re-zoned for other uses, the city of San Saba has expressed its willingness to work with new owners to put it back into use or even change the use.   Property has lots of potential to be converted into any number of businesses, storage units, apartments, condo complex, Up to 6 lots for small homes, RV parking, etc. or even a home like no one else has.",28 days ago,608 S. Edgewood
"BUSINESS OPPORTUNITY 13,810 SQ. FT. BUILDING FOR SALE OR LEASE (San Saba Tx)",7562816257,https://austin.craigslist.org/reo/7562816257.html,"$300,000 ","608 S. Edgewood  San Saba  TX $300,000 OR Consider Long Term Profit sharing Lease (Lessee to Propose)  Spacious Building Great Potential to Be Converted into Any Number of Businesses     LOT SIZE:     1.937 Acres  FLOOR SPACE:     According to the San Saba CAD the building is 13,810 sq. ft. There is also a separate covered porch area with approximately 900 sq. ft.  DESCRIPTION:     This spacious building was once a nursing home and served the San Saba area for many years.  It has been out of use for several years and needs an owner with a vision to re-purpose the building and land area.  The building is in a “T” shape with long corridors and rooms on both sides of the corridors.  Since it was a nursing home, there are many rooms; approximately 40 residence rooms, a kitchen, dining area, bathrooms, storage closets, office & common areas.  The front wing of the building is the oldest and original portion.  It has a pier & beam foundation and the exterior is beautiful cut sandstone.  The back two wings are newer and on a concrete slab foundation with brick exteriors.  The area around the building includes a large paved parking area and a large grassy area for outdoor entertainment and enjoyment or expansion.  The property is currently zoned for commercial use, but if it needs to be re-zoned for other uses, the city of San Saba has expressed its willingness to work with new owners to put it back into use or even change the use.   Property has lots of potential to be converted into any number of businesses, storage units, apartments, condo complex,",about a month ago,608 S. Edgewood
FOR SALE: 3370 Arnold Hills Rd! (Kemp),7563094412,https://dallas.craigslist.org/dal/reb/7563094412.html,"$1,199,000 ","Gorgeous 17.29 acres of land with a view of Cedar Creek Lake! Property features lots of trees and a huge spring fed pond stocked with fish. The perfect spot for building whatever you want including a development, storage units, RV Park, tiny home community, apartment complex, etc. Come take a look today!",29 days ago,3370 Arnold Hills Rd
"4524 Walthall St. Haltom City, TX // $170,000 (Haltom City, TX)",7570746152,https://dallas.craigslist.org/ftw/reo/7570746152.html,"$170,000 ","w siding, new electrical, has been cleaned out, come take a look ! NO WHOLESALERS ! okay...wholesalers but will not take less than asking !   CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**     Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",8 days ago,N/A
"FIXER UPPER for sale in Fort Worth, TX (Fort Worth, TX (South Hills Addition))",7570744093,https://dallas.craigslist.org/ftw/reb/7570744093.html,"$149,999 ","3 bed 1 bath in Fort Worth 76133  CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**    Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",8 days ago,N/A
"Granbury Mobile + BIG LOT (for sale must call or text) (Granbury, TX)",7566558684,https://dallas.craigslist.org/sdf/reb/7566558684.html,"$38,999 ","4 bed 3 bath mobile home on double lot by Indian Harbor   CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date (close date is non-negotiable)    **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**    Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, Granbury, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",20 days ago,N/A
** CHEAP RENTAL AVAILABLE ** (Fort Worth),7566560455,https://dallas.craigslist.org/sdf/reb/7566560455.html,$1 ,"3 bed 1 bath at ~1400 sqft in Godley, TX   CALL   CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**     Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",20 days ago,N/A
"Granbury // Property for sale (Granbury, TX`)",7566559182,https://dallas.craigslist.org/ftw/reb/7566559182.html,"$99,000 ","4 bed 1.5 bath  1980 Build  *needs work, but cheap*  CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date (close date is non-negotiable)   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**    Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, Granbury, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",20 days ago,N/A
"Property 2 miles from TCU // FOR SALE (TCU, Fort Worth)",7570743150,https://dallas.craigslist.org/ftw/reb/7570743150.html,"$199,000 ","3 bed 1 bath in Fort Worth (2 mile from TCU)   CALL or TEXT 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll - PRICE - Est. ARV - Est. REPAIRS - Est. RENTS - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**  ***CALL FOR ACCESS***     Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate do NOT contact me with unsolicited services or offers, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Tarrant.",8 days ago,N/A
"$$$ FIXER UPPER for sale in HALTOM CITY $$$ (Haltom City, TX)",7570742498,https://dallas.craigslist.org/mdf/reb/7570742498.html,"$170,000 ","3 bed 1 bath + garage conversion  LOCATED: HALTOM CITY, TX 76108  CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**     Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",8 days ago,N/A
"5 bed, 3 bath (Rockwall)",7569519299,https://dallas.craigslist.org/dal/reo/7569519299.html,"$469,000 ","5 bed, 3 bath, 3000 square feet, newly remodeled. ROCKWALL schools.  Office, gameroom, corner lot, storage building, etc  Price 469,000.00",12 days ago,3046 dusty ridge
Freestanding Restaurant building w/Tenant Occupied! Investment Deal! (Hwy 80 and Galloway in Mesquite),7553063126,https://dallas.craigslist.org/dal/reo/7553063126.html,N/A,"Investment opportunities! 3150 S.F. For Sale $1,000,000 Cash. Tenant occupied. El Atoron Restaurant 1821 Crestridge Dr. Mesquite TX 75149 show contact info   Fully service restaurant in condensed residential, apartments, and retail areas. 15-years lease with 7-years and 5 months remaining. Current rent $4300 a month. 3-1-2024 rent increase to $4600 a month with a cap rate 5.5%, 3-1-2027 rent increase to $4900 with a cap rate 5.9%. Lease expires 2-28-2030. The tenant pays taxes, insurance, and common area maintenance. Landlord owned some fixtures and furniture (ventahood, stove, grill, walk-in cooler, 3 compartment sink, hand sink, mop sink, tables and chairs etc.). Washer, dryer connection. 1000 gallon grease trap. Everything meets the city requirment. Solid building with great appeal. Excellent investment opportunity. Please call  show contact info  if you need more information.",2 months ago,Galloway near crestridge dr.
High up Skyline/Lake Facing 1/1 w/ Balcony in Luxury W. DT Highrise! (West Downtown),7566619172,https://austin.craigslist.org/reb/7566619172.html,"$1,910 ","14th level 1 bedroom with UNREAL views. Best priced unit in the building at the moment!  Built-In Bookshelves Quartz Countertops Washer/Dryer Tiled Flooring Pool, Lake, and City Views* Floor to Ceiling Windows ® ENERGY STAR ® Appliances Balcony In Home Surround Sound Hardwood Flooring Furnished Apartments Available Stainless Steel Appliances 10’ Ceilings      Pet Policy  Green Recognition Electric Vehicle Charging Stations Green Certified Game Room Package Acceptance Putting Green Business Center Controlled Access Bicycle Storage Demonstation Kitchen Bocce Ball Court Outdoor Kitchen Grilling Area Close to Public Transportation Arcade Concierge Services Deck Parking 24-Hour Resident Lounge with Starbucks Coffee Machine Additional Storage Availabl",20 days ago,N/A
"17th LVL Corner 3BR Unit w/ HUGE Balconies & City Skyline/Lake Views! (South Shore of Lady Bird Lake, Near SoCo)",7566619095,https://austin.craigslist.org/reb/7566619095.html,"$5,995 ","unit is on the NW corner of the building with an amazing panoramic of Auditorium Shores, Lady Bird Lake and the Downtown Austin Skyline!   Architectural Highlights      10 - foot ceilings with 8 - foot doors     Keyless entry and USB charging ports     Sonos Wireless HiFi system with built in speakers in living room     Designer built-ins: bookshelves, art/media niches and computer desks*  *Select Apartment Homes Bathrooms with style      Stone counter top accompanied with tile flooring and custom wood cabinetry     Rainforest style showerheads and hand sprayers with glass enclosures*     Jetted tubs  *Select Apartment Homes Elegant Conveniences      In-home washers and dryers     Private terraces in every home     Private fenced terraces*  *Select Apartment Homes Brilliant gourmet kitchens with exquisite finishes      Stainless steel appliance package with a microwave and side-by-side refrigerator     Stone counter top with distinctive full granite backsplash and under mount sinks     Dine-in Gourmet islands     Custom wood cabinetry with under cabinet lighting     Plenty of storage with 48"" upper cabinets and pot and pan-drawers*     Hardwood floors in kitchen and living areas     Urban Mud Rooms for extra storage     Spacious walk-in closets with customizable built-in drawers and shelving*     Upscale lighting package; custom track, pendant, and cove lighting*     Solar shades on all windows and black out shades in each bedroom     Painted accent wall in living area     UP lit ceiling fans in bedrooms  *Select Apartment Homes Perks      A beautifully designed infinity edge pool complete with a fire pit, outdoor lounge spaces and grilling astations     Fully equipped fitness center featuring state of the art fitness equipment, stretching and flexibility areas overlooking our luxurious pool      Rooftop Private Sky Lounge complete with resident bar and private dining room with panoramic views of downtown Austin     A stunningly designed hotel inspired lobby and leasing center     Hounds ground with pet washing station  Scene      Just steps away residents can shop and dine among eclectic retailers, designer shops and gourmet restaurants     Immediate access to unique shopping and dining on South Congress and Austin’s 2nd Street District     Conveniently located one block from The Long Center and Auditorium Shores     Direct access to Lady Bird Lake hike and bike trails and kayaking     Panoramic views of Town Lake and downtown Austin     Minutes from Zilker Park and Barton Springs Pool",20 days ago,N/A
"Dream Property in Oak Creek, Colorado - Great Deal!****",7568878751,https://sanantonio.craigslist.org/reo/7568878751.html,N/A,"If your idea of a good time involves hiking or skiing, then this plot of land is for you! Plan your getaway and walk some of the best trails Oak Creek Mountain Park has to offer. Then, take your escape to the next level by skiing around Dunckley Pass Winter Trails with lots of other activities to do especially in winter months.   Own this land now and satisfy your wanderlust spirit in this family-friendly atmosphere. What are you waiting for? Make it yours!    Size:0.87 Acre Cash Price: NOW $13,000! Phone Number: (970) 279-86_51     .     .     .     .     .     .     .    .     .     .     .     .     .    .     .     .     .     Newly Renovated 2 Bed 1 Bath with balcony and FREE garage parking. Elevator in building with laundry in unit. Brand New Hardwood Floors throughout the Unit. All new kitchen with stainless steel appliances and back splash. Bathroom has ceramic in shower/tub, stainless steel, and nickel fixtures. French door on to the balcony, high efficiency central heat and air and insulated windows and doors will keep your energy bills low. Newly Renovated Gym.  IF YOU INTEREST PLEASE TEXT USHudson Woods Apartment Homes  • Our gorgeous community offer spacious two bedroom, homes that is sure to fit your every need in apartment living. • If you are looking for affordable living with a professional friendly office staff, look no further. • All of our apartments feature air conditioning, cable ready, dishwasher, washer/dryer connections, mini blinds, ceiling fans, private patio or balcony, French doors, vaulted ceilings, and fire place (in select units) fully carpeted in a neutral color scheme. • Our community features are clubhouse, two swimming pools with sundeck, playground, car wash area, onsite management and maintenance staff with 24 hour emergency maintenance. • Pets are welcomed (weight/breed restrictions) • Online Payments  APPLY TODAY ONLINE WWW.HUDSONWOODSGASTONIA.COM",13 days ago,N/A
"4+ ACRE 3/2 HOME
            (google map)
        ",7567560139,https://sanantonio.craigslist.org/reb/7567560139.html,"$450,000 ","HOME IS ELIGIBLE FOR USDA LOAN, 103% FINANCING FOR 40 YRS. POND ON PROPERTY. 4.4 ACRES. CITY WATER AS WELL AS PROPERTY HAS PRIVATE WELL THAT PREVIOUS OWNERS USED TO KEEP POND FULL (NEEDS LITTLE WORK, THINK IT IS A REGULATOR) BUT COULD BE USED TO KEEP LAKE FULL YEAR-ROUND. 3/2/2 CUSTOM BUILT HOME. ATTACHED GARAGE PLUS LARGE WORKSHOP/STORAGE BUILDING. OPEN FLOOR PLAN WITH BIG LIVING/EATING AREA COMBINED. UPGRADED APPLIANCES IN LARGE KITCHEN WITH LOTS OF CABINETS. LARGE GAS TANK WITH GAS ABLE APPLIANCES. AEROBIC SEPTIC. 3 MINUTES TO SEGUIN, 25 MINUTES TO SAN ANTONIO.",17 days ago,677 near DRESNER
Gorgeous New Build Apartment Homes 2022! (Austin),7557349981,https://austin.craigslist.org/reb/7557349981.html,"$1,485 ","NEW BUILD 2022 BUILDING!! Located in desirable south Austin! Close to South Park Meadows shopping and countless bars and restaurants! Only 15 minutes from downtown!  Ad is subject to errors and omissions. Pricing and availability are subject to change without notice. Pictures are representative samples of the advertised unit. In some cases, the actual units you tour may vary from the pictures based on the specific floor plan available. Listed address may vary slightly due to website restrictions. Units are leased unfurnished unless otherwise specified. 12 month lease term unless otherwise noted. Equal housing opportunity. Please inquire with any additional questions.",2 months ago,N/A
Gorgeous Apartment Units Located in Central Austin! (Austin),7556337173,https://austin.craigslist.org/reb/7556337173.html,"$1,511 ","Gorgeous Apartment Buildings located in Central Austin! The heart of Austin’s college scene, but with enough activities and green space to satisfy anyone.   *Ad is subject to errors and omissions. Pricing and availability are subject to change without notice. Pictures are representative samples of the advertised unit. In some cases, the actual units you tour may vary from the pictures based on the specific floor plan available. Listed address may vary slightly due to website restrictions. Units are leased unfurnished unless otherwise specified. 12 month lease term unless otherwise noted. Equal housing opportunity. Please inquire with any additional questions.",2 months ago,"N Lamar Blvd, Austin, TX"
